AT,V,AP,RH,PE
7.67,42.85,1012.02,93.35,478.94
11.83,44.6,1018.49,89.06,469.96
29.44,64.33,1011.4,61.78,442.32
30.36,74.87,1008.96,61.87,435.31
32.26,73.68,1014.75,60.9,426.48
28.86,73.4,1011.37,58.76,439.33
9.28,40.22,1009.23,88.43,480.73
10.52,41.78,1013.54,71.52,474.58
26.9,60.93,1007.1,67.32,435.87
24.86,44.05,1005.69,66.65,447.2
13.39,49.83,1007.14,90.88,466.04
27.98,71.98,1005.58,81,428.44
26.95,70.8,1009.73,82.95,436.8
3.2,41.31,997.67,98.84,489.86
13.45,42.44,1012.79,83.12,473.96
20.08,54.42,1011.79,89.35,457.14
30.07,70.98,1007.74,75.68,437.55
7.5,40.02,1031.39,82.53,476.01
33.59,79.05,1007.79,63.55,436.51
30.39,70.98,1007.55,72.76,435.48
21.64,44.05,1007.73,74.79,447.96
13.08,39.28,1012.41,77.98,474.13
13.39,44.58,1016.5,79.26,474.7
22.94,58.05,1012.27,80.12,433.77
28.07,64.09,1005.41,64.09,436.61
20.27,63.09,1016.6,90.7,446.75
11.83,43.14,1010.06,88.14,471.98
21.25,67.71,1006.9,55.76,444.98
24.35,60.27,1017.6,75.45,441.74
12.41,41.44,1015.46,76.9,472.06
28.61,68.12,1012.23,46.45,435.28
25.6,66.48,1006.16,69.34,435.12
13.11,42.99,1007.6,97,472.84
21.39,63.9,1013.44,70.95,449.38
12.41,37.92,1008.09,65.23,470.49
29.06,64.96,1000.88,62.07,430.24
18.38,62.1,1020.12,77.27,452.91
16.6,41.93,1022.01,48.98,467.51
31.18,74.34,1003.81,63.59,434.15
27.88,62.66,1009.51,56.44,441.32
26.18,68.08,1012.92,55.7,436.51
15.07,39.82,1012.78,84.46,471.31
21.47,50.12,1009.19,93.68,448.11
10.35,44.2,1018.46,88.6,478.36
20.3,44.9,1008.25,64.08,457.6
26.94,66.48,1005.46,60.62,440.12
25.72,47.45,1007.74,58.35,442.78
24.19,58.95,1017.78,58.78,441.91
20.71,49.69,1010.26,69.97,455.69
7.81,39.64,1011.42,86.68,482.22
27.11,48.6,1002.78,53.39,439.4
21.26,51.43,1009.96,80.66,455.45
29.12,73.06,1009.98,80.21,434.9
17.3,43.72,1009.64,77.86,456.55
15.02,42.07,1017.89,83.68,460.82
12.79,41.62,1010.52,81.83,466.91
19.89,51.43,1007.38,91.79,448.85
18.39,38.52,1019.66,66.93,453.89
22.8,69.23,1011.8,76.95,439.3
21.98,58.79,1010.72,86.85,448.84
20.01,68.63,1012.34,69.49,454.5
27.2,77.95,1009.48,78.53,433.39
14.07,42.99,1007.57,96.05,468.87
20.29,49.69,1008.94,69.91,454.74
28.22,76.2,1006.11,62.17,437.62
29.98,47.93,1002.46,42.73,438.79
18.55,43.69,1016.84,47.95,465.2
23.74,49.21,1012.78,42.5,447.67
19.13,42.18,1001.45,98.77,456.04
28.85,68.12,1012.05,46.31,436.15
22.76,58.96,1013.85,55.95,454.05
33.2,70.8,1008.75,59.41,430.71
30.85,70.94,1007.47,54.79,431.77
8.07,43.69,1017.05,87.34,485.18
24.78,66.49,1010.55,68.12,436.62
12.45,43.67,1013.61,91.34,474.27
32.8,68.67,1005.27,44.53,432.28
29.7,57.19,1008.41,55.07,436.29
5.4,39.4,1011.45,91.84,485.86
15.85,42.28,1007.4,82.12,467.3
9.16,41.03,1021.3,76.08,484.96
21.53,59.8,1016.46,74.72,454.99
18.16,39.99,1008.13,68.5,461.16
12.31,44.03,1007.78,94.42,468.13
23.77,64.15,1021.02,55.87,448.43
24.94,67.69,1008.86,68.97,439.08
22.53,70.98,1005.48,93.95,440.96
17.04,56.03,1020.38,68.69,462.48
10.48,40,1021.35,88.52,478.86
7.08,39.99,1010.55,91.44,482.83
29.95,73.42,1011.44,66.32,432.81
13.56,42.34,1017.95,93.83,462.6
8.16,39.72,1020.54,82.11,480.21
18.95,46.21,1013.47,81.22,457.58
33.45,73.88,1006.23,44.14,435.48
28.03,60.23,1010.23,66.04,438.88
25.19,63.94,1012.78,75.15,438.73
29.9,64.79,1016.9,48.24,441.41
24.13,45.61,1012.63,71.36,453.19
25.6,56.9,1006.35,81.58,437.82
19.83,51.43,1007.36,91.64,449.45
11.75,40.55,1018.09,97.7,472.43
6.28,41.06,1020.96,90.91,489.79
26.12,70.47,1009.93,72.13,434.67
7.92,36.08,1021.01,81.84,482.98
13.63,40.92,1021.89,80.5,462.4
23.84,68.94,1007.45,71.35,436.05
5.25,40.07,1019.48,67.7,495.23
13.91,44.58,1021.36,78.98,472.67
10.63,44.2,1018.63,90.26,477.19
22.48,67.45,1014.77,63.9,445.55
27.36,66.54,1011.31,45.3,436.69
27.99,66.91,1008.47,59.63,439.74
30.93,71.85,1008.63,58.47,427.82
20.37,44.58,1016.77,66.22,463.2
7.01,37.8,1021.47,62.84,483.95
16.98,63.09,1020.44,95.18,450.55
30.03,70.02,1010.07,64.2,436.88
6.34,40.64,1020.62,94.39,478.78
14.59,35.71,1015.19,54.13,469.32
10.72,41.17,1019.68,60.71,479.21
26.89,56.85,1012.27,43.84,436.44
11.84,39.28,1016.97,90.52,477.51
29.59,71.77,1006.33,62.35,426.62
12.02,39.69,1006.05,84.66,470.17
18.89,43.56,1012.79,38.63,463.91
18.18,50.16,1010.22,99.73,451.14
27.82,52.84,1006.23,52.18,440.31
20.77,51.3,1013.89,88.72,450.97
28.21,73.06,1008.26,86.29,430.46
15.86,43.67,1011.11,82.24,465.46
25.65,69.23,1012.55,62.02,435.25
31.18,70.36,1006.38,56.74,438.46
10.05,40.23,1019.71,90.41,475.48
30.33,70.36,1006.72,70.31,438.47
26.19,73.77,1001.31,91.87,433.34
28.09,70.02,1010.84,51.29,437.83
19.02,47.45,1007.44,76.76,453.08
15.49,40.89,1007.16,82.16,465.37
23.26,64.05,1012.96,88.31,442.75
15.99,43.34,1014.2,78.66,465.96
23.95,60.37,1004.96,79.48,440.9
30.91,70.32,1011.92,65.59,433.71
8.35,42.85,1010.46,90.13,483.63
7,38.5,1014.09,81.32,489.52
20.53,49.16,1007.11,90.02,444.69
25.04,65.48,1017.66,57.08,440.92
24.51,51.95,1005.57,63.53,449.73
21.23,68.08,1012.82,74.57,445.41
7.01,40.72,1024,86.37,489.64
16.78,41.35,1000.23,70.52,459.64
9.08,40.02,1031.2,75.34,476.69
30.78,69.14,1007.27,62.77,433.96
23.02,63.47,1012.21,80.61,443.66
25.56,74.67,1016.62,76.1,435.81
17.53,42.24,1016.9,60.95,470.63
21.12,62.96,1020.83,69.96,454.65
13.01,41.49,1019.82,92.86,466.5
7.47,40.07,1015.45,50.3,489.59
13.17,36.71,1012.82,72.76,474.93
15.25,43.02,1012.04,41.43,467.23
28.89,70.72,1009.36,70.33,433.02
27.19,62.91,1011.57,53.66,444.8
21.46,74.87,1009.23,86.58,445.5
32.16,76.2,1008.04,51.74,433.29
25.42,68.08,1011.2,76.58,433.82
22.83,59.43,1005.51,83.93,440.76
15.63,41.79,1006.7,78.28,455.24
30.83,77.3,1001.7,57.85,435.87
15.78,43.99,1022.19,83.7,461.07
25.46,56.89,1012.59,62.9,443.5
20.57,44.78,1008.89,38.78,465.69
10.02,42.44,1014.57,99.16,478.5
11.61,52.75,1020.94,77.56,464.68
23.14,51.19,1009.56,77.2,443.87
15.04,38.01,1022.46,78.29,468.12
10.27,52.75,1026.19,76.78,470.76
21.19,74.93,1015.75,80.84,443.29
12.69,40.71,1021.62,80.19,477.14
28.37,71.64,1007.39,71.06,434.91
19.12,58.79,1017.34,92.45,447.02
23.49,64.63,1020.75,65.16,450.28
19,58.95,1018.05,83.38,451.96
11.58,41.74,1020.41,74.09,478.06
15.2,39,1016.1,72.76,463.88
15.71,40.12,1012.81,97.46,462.6
23.27,65.48,1019.05,61.36,443.43
19.78,62.1,1019.72,78.36,450.43
14.1,39.16,1008.19,74.05,464.07
19.62,58.79,1017.59,87.39,446.29
13.9,39.59,1011.84,94.74,465
31.37,74.87,1009.22,56.58,436.16
26.86,71.32,1007.38,81.14,430.44
18.35,57.76,1019.64,77.94,458.41
30.29,59.22,1013.05,60.46,441.57
25.91,58.98,1010.02,75.31,442.65
15.98,42.99,1008.24,83.78,467.42
15.72,41.76,1023.07,66.95,462.19
22.81,71.85,1009.61,75.17,440.4
13.73,41.78,1011.75,49.65,464.94
5.33,39.33,1009.61,94.97,491.17
14.71,52.72,1024.7,70.29,462.34
24.26,42.8,1013.72,61.62,459.65
27.78,72.43,1006.72,74.53,429.62
16.5,53.29,1017.7,95.66,458.37
8.51,39.66,1015.16,86.61,483.54
18.6,58.71,1009.8,86.42,430.38
6.52,39.85,1012.55,86.36,483.01
14.76,40.71,1017.37,71.07,465.58
28.8,70.02,1010.76,49.61,435.45
11.53,41.39,1018.39,85.52,474.49
12.15,45.01,1018.89,90.02,468.07
9.61,44.03,1008.3,91.36,473.54
13.67,38.53,1009.3,81.85,470.39
25.88,71.73,1010.01,72.8,430.86
26.82,66.51,1016.32,55.76,439.48
28.11,69.84,1004.68,67.08,427.33
28.9,60.07,1015.96,45.06,440.62
26.97,71.58,1010.13,75.16,433.88
26.84,71.94,1006.6,79.12,427.2
25.28,67.69,1009.05,68.54,445.34
9.02,38.08,1019.02,69.98,478.32
12.89,36.71,1013.36,87.29,475.13
17.35,39.72,1003,64.62,459.83
26.86,71.14,1007.11,76.61,426.97
15.43,39.16,1016.44,79.8,470.74
29.72,68.24,1009.92,66.42,426.54
31.4,70.32,1011.62,65.01,433.42
21.6,59.8,1016.9,76.59,450.14
7.06,41.74,1021.95,90.38,448.97
18.9,62.96,1020.69,80.57,455.88
27.77,63.9,1013.62,51.43,441.3
13.2,40.83,1007.75,94.98,472.41
22.59,60.32,1016.84,78.58,447.17
28.5,64.84,1011.47,54.41,441.74
27.98,67.9,1006.3,73.53,436.08
27.64,75.6,1017.35,54.78,441.04
9.6,37.73,1021.87,77.75,481.03
10.61,43.79,1016.03,76.33,480.28
31.41,76.09,1007.68,70.49,430.81
28.53,66.51,1015.9,40.68,436.16
7.24,41.17,1020.35,80.56,486.76
7.32,41.26,1010.11,95.18,482.1
26.93,67.07,1005.65,60.26,437.76
9.76,40.71,1020.88,91.82,470.95
22.85,59.15,1014.74,63.92,448.61
13.24,40.83,1007.9,87.53,472.22
29.14,61.5,1009.64,39.95,437.76
22.18,62.91,1012.14,68.86,449.77
15.07,43.48,1015.22,57.74,459.96
25.43,72.39,1002.65,88.13,436.1
14.64,39.58,1011.46,71.9,467.8
14.43,41.76,1024.02,83.57,467.33
8.44,41.17,1019.9,70.72,486.15
32.33,69.89,1014.18,50.93,427.29
23.62,61.87,1010.07,48.77,447.93
25.83,70.47,1006.24,81.83,434.45
17.74,49.69,1006.09,80.7,457.05
23.54,67.83,1009.44,65.48,426.24
26.07,69.23,1013.32,54.03,436.94
27.38,77.24,1008.25,82.49,435.81
23.54,41.1,1002.05,38.05,448.56
28.73,50.05,1005.79,52.4,436.35
14.93,43.02,1012.11,45.56,468.19
34.76,68.94,1006.75,41.31,427.42
23.64,63.31,1014.5,61.83,440.7
29.84,58.9,1005.24,56.18,440.93
10.33,40.6,1015,88.62,478.3
25.74,59.07,1007.37,79.89,441.05
31.92,75.33,1002.13,65.73,431.32
13.97,39.16,1016.05,84.6,470.96
25.44,61.25,1012.57,87.65,441.77
12.88,44.71,1018.73,51.95,469.12
7.74,42.49,1009.07,90.11,481.69
11.8,43.99,1020.86,98.44,466.75
11.87,40.67,1011.43,62.92,479.18
18.41,42.04,1011.69,64.88,465.64
12.65,44.34,1014.74,92.81,473.46
7.05,43.65,1018.41,72.36,480.47
12.6,41.5,1013.07,86.22,472.45
30.69,71.98,1004.53,65.86,430.33
27.76,72.58,1009.04,84.96,429.25
16.31,52.75,1024.4,55.69,456.58
25.21,63.21,1012.24,85.14,441.04
29.53,77.54,1010.39,66.13,432.89
26.71,76.86,1002.86,74.5,437.31
15.94,41.76,1023.32,67.17,462.44
7.33,41.16,1023.17,92.43,466.16
14.31,40.78,1024.3,76.41,463.54
12.57,41.79,1014.99,87.8,461.88
30.61,69.13,1009.32,55.17,429.1
14.94,40,1017.69,65.43,456.41
14.65,44.84,1023.39,87.76,467.18
25.76,74.87,1010.18,65.15,443.7
24.4,71.14,1009.7,59.26,436.68
34.18,78.05,1010.71,66.77,432.1
23.02,67.25,1017.17,72,443.44
8.22,40.77,1009.11,95.61,480.38
7.16,38.56,1019.17,70.1,486.12
28.32,77.95,1014.61,77.17,436.97
15.5,44.34,1019.21,65.21,468.53
26.79,62.44,1011.51,72.46,440.55
13.62,42.34,1017.87,89.67,464.79
8.86,40.23,1017.57,90.47,478.05
7.14,44.71,1019.98,71.9,487.71
27.29,64.45,1013.46,45.35,446.94
24.06,58.98,1010.66,81.16,443.75
18.36,56.65,1020.29,82,456.49
13.83,40.78,1024.85,73.08,458.85
21.43,60.95,1015.27,75.49,449.12
19.08,58.59,1013.42,68.88,451.05
31.46,71.29,1008.57,41.79,430.8
24.54,66.49,1011.1,69.14,437.38
10.41,41.01,1020.12,94.27,472.82
10.49,42.49,1009.81,78.92,478.75
15.03,44.45,1020.94,65.57,460.06
8.53,40.02,1031.27,85.57,476.73
14.64,39.31,1008.84,79.3,462.72
24.31,58.62,1017.29,64.44,449.12
33.95,80.18,1010.3,56.69,432.22
10.39,40.22,1006.59,87.77,479.14
19.69,56.65,1020.77,62.83,456.29
21.45,45.09,1013.83,52.26,453.15
26.04,72.43,1006.82,84.88,432.94
24.39,71.85,1009.73,72.24,438.2
19.69,39.72,1001.49,60.34,456.55
15.37,43.67,1011.9,91.48,468.23
22.3,57.19,1006.4,75.28,445.1
18.64,43.79,1016.01,51.17,465.13
7.3,39.72,1020.85,77.83,485.1
28.59,68.08,1013.2,42.96,436.7
14.48,44.06,1018.73,75.88,467.46
10.16,41.55,1005.69,58.04,477.27
30.75,71.25,1000.07,65.47,431.93
12.54,44.03,1007.05,84.03,471.86
27.28,78.92,1011.05,75.48,434.78
23.54,65.27,1013.78,64.28,445.19
26.68,62.91,1012.33,60.78,441.04
9.88,40,1021.4,92.06,481.58
9.27,40.22,1008.1,89.24,481.23
26.38,65.12,1016.1,47.57,441.07
26.64,58.69,1007.99,75.68,439.32
23.63,58.62,1016.45,69.97,445.51
24.39,51.86,1014.92,59.98,447.7
23.09,63.76,1009.82,72.36,443.86
32.38,67.17,1006.97,60.04,438.67
27.44,58.9,1003.86,66.74,442.19
9.37,44.77,1020.61,87.31,474.41
30.96,71.77,1006.26,52.76,425.66
12.06,48.04,1010.01,100.13,465.63
20.1,58.95,1018.46,80.87,446.7
9.64,36.66,1027.1,70.11,479.08
28.02,71.77,1006.5,72.41,428.58
25.24,71.14,1008.73,79.39,435.09
24.96,60.27,1018.68,69.97,442.67
27.5,49.3,1004.02,59.23,439.77
20.83,44.78,1008.51,35.9,460.6
28.44,69.84,1003.25,68.24,426.69
21.89,58.05,1011.31,85.71,441.76
16.87,52.05,1012.7,71.63,460.31
23.48,51.43,1007.13,84.83,441.78
15.23,37.87,1020.17,85.02,464.02
23.57,66.75,1018.06,80.19,439.71
22.17,60.27,1018.21,89.55,443.31
30.97,69.13,1009.78,58.92,435.6
23.84,49.21,1013.6,47.63,447.03
23.55,61.87,1009.65,54.83,443.54
17.32,42.24,1017.35,62.96,472.33
21.61,41.54,1014.5,75.62,458.47
12.85,41.14,1027.04,86.29,464.86
22.39,58.18,1008.52,87.48,448.37
22.22,66.05,1016.15,80.58,442.95
24.67,70.94,1007.99,75.64,443.51
6.76,39.22,1013.91,77,487.08
13.35,39.18,1023.24,61.98,469.34
11.43,44.78,1013.43,82.45,471.09
13.18,37.91,1018.09,88.84,469.63
29.53,71.14,1011.39,53.41,431.97
25.07,56.85,1011.25,51.99,442.44
28.36,66.75,1017.71,52.6,433.88
32.67,77.95,1014.62,50.73,432.32
22.3,74.87,1009.69,86.18,442.78
16.85,49.78,1005.61,100.1,455.33
7,39.81,1017.47,87.65,484.51
12.74,41.5,1012.94,86.28,469.92
32.88,72.29,1008.5,62.74,431.74
17.46,53.29,1018.07,91.01,458.06
29.05,64.84,1011.1,51.39,442.58
11.32,36.18,1015.03,64.68,472.67
19.65,57.85,1011.73,93.89,450.5
22.69,64.45,1012.82,45.03,450.65
28.31,74.34,998.42,79.23,431.95
27.97,66.17,1010.81,63.73,441.7
21.45,69.94,1010.5,82.17,443.31
21.45,66.05,1014.81,73.73,453.38
20.51,45.38,1014.29,69.14,461.87
14.57,44.45,1021.42,66.23,462.48
22.21,48.14,1015.08,66.8,448.33
15.06,41.85,1016.78,88.23,466.72
24.84,59.22,1013.18,83.08,442.7
24.44,47.93,1003.13,67.04,440.53
27.05,59.15,1012.83,56.31,441.39
33.92,77.95,1010.15,58.89,433.01
15.42,39.82,1012.89,83.54,469.9
26.87,74.99,1002.48,71.91,437.78
8.69,41.04,1026.87,80.28,477.2
14.19,49.83,1006.52,90.72,462.86
18.23,45.01,1012.24,73.86,454.06
25.47,56.89,1013.02,63.21,440.38
12.62,40.83,1010.06,81.52,470.94
13.61,42.34,1017.57,91.35,465.65
23.91,67.69,1008.28,66.71,439.84
14.73,39.52,1017.01,74.21,470.45
21.62,50.05,1007.2,92.9,444.16
15.29,38.73,1000.9,81.17,468.62
23.66,72.43,1008,89.49,439.02
25.14,60.29,1017.91,53.3,444.5
22.56,48.92,1010.7,51.63,445.07
13.56,39.58,1011.05,73.62,473.16
28.74,71.14,1011.53,48.6,430.12
6.93,38.68,1017.61,61.28,482.37
13.52,39.3,1018.99,69.22,469.41
28.69,67.79,1011.01,66.4,439.87
7.9,43.79,1016.14,83.05,485.26
19.5,65.12,1015.53,73.87,453.99
22.27,48.98,1014.47,49.33,451.74
27.83,59.57,1011.22,71.05,443.85
25.34,64.27,1013.38,66.02,443.94
23.57,67.9,1006.08,70.12,446.72
29.73,73.06,1010.27,84.84,432.73
27.63,64.96,1006.3,75.38,434.22
17.28,39.99,1007.09,74.25,463.28
20.58,39.53,1005.68,62.09,460.1
24.6,49.3,1003.72,72.26,439.46
29.98,76.09,1007.62,75.6,432
12.19,41.17,1019.43,65.47,475.64
30.71,68.27,1007.76,68.04,428.27
24.92,63.94,1017.7,44.92,441.07
25.94,60.75,1007.22,64.76,439.46
23.92,71.98,1006.22,92.96,433.23
11.04,39.96,1025.75,94.44,468.84
22.1,65.94,1009.79,67.57,443.95
19.45,41.1,1001.88,52.16,458.26
24.56,63.21,1013.79,82.38,444.34
31.86,73.88,1005.6,57.68,435.91
22.49,45.61,1013.1,75.69,455.12
19.13,50.78,1008.51,87.54,447.03
20.55,68.63,1012.5,67.07,453.47
15.92,41.2,1016.04,73.37,468.91
18.4,43.69,1016.59,52.44,462.05
12.73,44.34,1015.11,93.55,472.94
7.68,39.96,1023.73,87.48,477.84
14.02,44.85,1016.54,75.73,469.53
30.94,64.44,1014.36,53.76,439.84
9.42,41.4,1030.38,87.8,472.99
11.12,41.54,1020.13,75.07,477.69
3.92,41.31,999.22,95.26,487.35
20.38,66.54,1013.95,77.8,448.93
25.6,73.67,1005.78,84.82,433.25
23.22,59.15,1014.58,75.18,443.7
25.14,60.37,1006.63,77.17,438.39
7.92,42.28,1008.55,81.68,484.75
24.77,69.71,1009.86,85.56,441.29
30.36,69.82,1010.02,54.22,439.05
21.81,65.06,1014.6,66.41,447.13
27.12,70.32,1009.94,52.67,429.08
8.97,39.66,1021.63,78.94,482.62
23.31,60.37,1005.17,82.75,438.52
20.8,69.45,1013.7,82.48,443.77
9.31,41.39,1018.3,93.68,480.25
27.5,59.54,1004.88,72.7,438.81
10.47,41.06,1022.24,81.16,477.47
13.86,50.59,1019.2,97.22,467.23
23.42,50.05,1006.79,86.45,441.8
15.56,41.1,1003.55,76.92,464.42
16.96,46.36,1019.91,89.11,460.57
18.68,62.1,1019.78,83.67,453.25
18.33,49.64,1025.36,62.57,468.14
13.78,40.1,1014.49,81.86,445.98
12.19,41.06,1021.35,74.98,474.63
15.56,41.04,1025.8,64.81,457.11
32.87,70.8,1009.54,59.85,433.1
25.76,57.32,1011.93,43.61,440.26
11.27,40.69,1014.35,86.63,476.27
26.69,70.36,1006.82,68.29,435.04
6.45,35.77,1018.86,67.84,483.12
23.86,74.93,1016.88,71.44,444.38
27.16,47.43,1009.17,45.79,442.85
33.97,72.29,1008.98,44.32,432.33
10.37,40.03,1017.47,90.47,477.91
25.15,71.14,1011.68,70.33,434.99
10.52,41.48,1018,68.99,469.8
28.88,66.56,1006.26,59.15,426.66
19.89,68.08,1012.65,80.25,448.71
19.31,43.56,1013.65,41.54,463.35
7.14,41.22,1016.6,97.09,435.58
28.18,71.14,1011.56,48.03,432.72
26.08,57.32,1012.2,47.06,441.32
29.01,64.79,1017.62,44.31,442.12
21.84,58.86,1014.13,69.67,445.16
16.82,49.15,1020.68,72.07,462.22
29.03,67.79,1010.86,54.03,445.03
14.78,41.17,1016.42,67.42,469.69
15.55,43.71,1024.34,79.61,465.14
30.22,70.32,1011.63,65.97,435.98
25.97,68.12,1013.11,61.97,437.11
19.21,53.16,1013.18,81.64,454.01
18.94,48.7,1007.82,92.88,453.36
22.2,44.05,1007.34,75.13,445.32
26.9,77.95,1017.47,75.58,434.18
16.58,46.18,1010.4,96.29,463.51
10.72,35.76,1019.71,62.26,473.48
13.64,34.03,1018.32,62.2,469.61
24.34,70.79,1006.82,85.66,433.83
30.9,73.68,1014.95,40.9,430.29
7.76,39.61,1021.63,80.67,488.32
9.08,36.18,1020.24,68.37,477.26
9.45,39.04,1023.08,75.81,483.66
28.71,51.43,1006.4,64.79,440.17
25.3,49.3,1003.67,69.08,436.62
24.47,48.6,1002.49,75.04,442.08
15.59,52.05,1013.67,78.55,456.07
29.72,77.95,1014.9,72.73,434.99
32.81,71.32,1007.69,47.29,434.38
29.2,70.79,1004.8,63.74,425.2
25.34,70.47,1006.46,83.94,433.34
10.37,37.83,1006.5,90.99,470.66
13.12,52.75,1023.69,67.5,462.7
14.8,44.21,1021.59,89.24,466.21
11.51,41.06,1021.3,78.11,476.91
14.4,41.26,1021.41,73.11,462.78
22.36,58.79,1016.69,73.6,445.76
20.61,44.63,1008.54,77.54,456.68
13.86,41.78,1010.75,57.9,467.39
12.27,39.82,1012.18,85.58,477.54
13.13,50.59,1020.26,87.44,470.03
25.1,60.37,1005.83,72.53,438.44
8.47,42.02,1005.37,92.73,477.67
21.18,60.1,1011.02,78.19,452.39
11.02,43.02,1012.32,66.54,478.81
28.69,58.33,1013.67,34.1,448.54
18.85,41.1,1001.95,61.75,462.4
29.83,62.66,1007.98,47.07,438.71
27.63,71.98,1005.45,82.88,426
17.7,49.21,1015.16,67.91,455.97
22.69,48.14,1013.7,62.05,448.52
10.56,39.13,1010.19,87.12,463.14
14.86,44.85,1016.19,67.43,468.87
27.24,44.89,1009.61,51.89,442.84
22.74,61.87,1009.66,55.03,444.59
25.31,61.5,1009.31,63.31,437.03
29.13,68.3,1014.96,37.08,437.25
8.42,43.14,1011.62,80.32,483.49
30.76,73.17,1009.89,50.43,430.98
28.46,49.16,1004.61,38.1,438.02
18.15,41.67,1012.75,52.69,464.44
28.71,71.64,1005.21,71.11,432.05
9.65,44.68,1022.9,98.08,476.71
7.28,38.56,1018.96,67.98,485.57
16.26,44.89,1010.48,86.57,456.86
25.86,60.32,1015.91,53.37,446.58
11.6,39.96,1011.65,80.79,473.22
21.43,63.47,1011.95,94.47,448.17
28,74.22,1008.68,66,433.94
28.83,72.43,1006.69,67.04,428.85
12.42,43.14,1015.88,79.48,471.1
33.37,71.37,1003.75,45.26,432.67
7.41,40.81,1026.15,88.96,488.48
14.54,42.77,1019.61,81.82,466.37
26.63,61.47,1008.18,69,444.16
29.87,69.13,1001.08,72.75,426.47
14.97,42.28,1007.31,79.25,466.62
34.62,69.05,1000.68,38.35,425.41
32.11,78.05,1010.36,58.78,431.31
4.69,39.42,1024.58,79.35,486.34
17.1,48.98,1016.48,85.63,454.43
13.77,42.86,1012.86,88.83,471.94
21.75,59.8,1016.65,72.94,453.17
24.98,58.05,1011.69,69.97,447.15
26.48,73.06,1008.07,90.73,433.31
13.78,40,1018.38,68.67,458.74
5.54,41.38,1020.47,82.91,490.07
22.07,69.94,1011.18,80.86,440.09
30.45,43.21,1011.35,63.59,438.68
21.79,61.45,1011.11,91.78,446.99
15.81,54.3,1017.8,68.45,461.63
6.86,38.08,1019.62,77.37,486.92
10.23,43.72,1011.18,97.93,471.61
22.09,65.59,1015.54,72.44,447.28
28.37,75.6,1017.48,55.19,439.25
10.07,40.92,1021.43,97.15,467.01
26.02,59.57,1011.16,76.93,446.5
25.96,60.95,1014.52,50.03,444.19
11.3,25.36,1008.66,96.18,471.19
15.12,41.04,1025.95,69.67,460.58
15.08,37.85,1009.85,85.9,465.58
32.95,67.9,1005.88,45.15,425.89
23.8,48.6,1002.43,67.32,440.89
6.86,41.38,1021.35,90.78,487.49
17.3,58.59,1015.52,87.17,454.88
26.85,75.6,1017.43,74.55,433.48
26.82,60.96,1012.25,57.41,449.81
7.87,41.17,1020.33,77.77,486.2
15.58,40.66,1016.34,87.42,460.61
24.39,60.84,1018.5,61.73,442.72
11.93,41.38,1021.76,57.63,473.88
6.67,36.08,1022.31,83.51,486.52
29.45,68.84,1011.64,59.7,438.41
22.26,60.77,1018.26,85.94,442.58
25.64,47.01,1014.81,62.29,454.48
22.46,58.33,1013.21,68.68,445.9
24.12,51.43,1006.55,83.77,441.49
31.85,68.3,1014.76,47.06,428.72
25.63,58.86,1014.86,52.75,443.84
17.09,42.42,1009.03,72.01,464.11
26.22,69.89,1015.46,76.63,433.61
8.26,39.42,1025.89,70.53,474.72
23.2,73.17,1012,89.92,438.64
20.92,63.86,1020.49,72.98,449.09
6.67,39.37,1019.99,75.61,486.84
29.6,71.94,1007.07,62.65,429.02
23.27,67.9,1006.17,71.01,447.25
28.43,63.31,1013.44,49.99,432.62
13.84,42.18,1015.74,79.76,468.66
11.42,40.35,1011.55,82.71,478.7
23.66,69.51,1012.9,52.59,435.39
26.09,70.4,1007.41,85.37,432.52
18.5,47.03,1013.97,93.6,460.08
16.28,42.99,1007.5,77.27,464.13
8.61,41.04,1024.81,95.6,473.62
26.11,62.44,1010.68,72.59,438.87
5,40.64,1021.05,94.84,485.27
22.95,63.94,1013.91,81.52,438.33
15.92,39.16,1006.59,71.32,460.45
23.07,65.27,1013.24,58.38,443.42
26.42,59.54,1007.02,76.28,438.5
11.64,38.25,1013.33,85.79,472.34
17.11,49.78,1007.25,100.09,453.22
7.17,41.92,1031.97,83.86,485.08
27.52,66.48,1004.99,52.54,429.67
8.25,43.14,1011.3,87.1,479.95
24.49,59.87,1018.4,59.95,444.54
28.19,71.97,1008.85,84.67,438.8
17.76,40.55,1002.82,73.77,461.8
20.9,67.71,1007.16,59.02,446.57
22.31,61.45,1009.25,98.56,437.05
8.88,41.54,1019.05,80.77,484.99
20.01,52.9,1018.05,58.88,455.57
23.36,59.15,1013.71,86.64,442.53
25.54,61.08,1013.14,71.15,447.06
24.5,58.66,1011.54,57.92,451.03
12.68,43.7,1016.07,86.89,471.8
11.52,39.18,1023.43,83.29,474.35
28.08,64.44,1013.02,64.34,440.26
28.66,74.93,1014.04,51.26,440.79
30.02,69.04,1009.68,56.01,440.49
9.53,40.62,1015.57,75.49,469.9
18.58,63.78,1016.24,78.74,453.96
8.91,40.11,1022.87,78.39,475.43
26.44,59.15,1013.35,60.71,439.65
23.86,73.5,1011.34,87.32,438.62
30.02,73.5,1010.52,44.91,429.84
12.17,49.83,1008.05,96.44,469.52
25.58,61.08,1013.37,71.27,446.32
12.73,40.27,1005.68,68.77,475.61
10.74,44.85,1014.25,71.61,476.83
15.25,46.36,1019.69,95.83,461.68
27.35,77.95,1012.14,74.14,431.72
